id_appointment,nama_customer,layanan,tanggal,jam_mulai,jam_selesai,durasi_menit,id_pegawai
APN2150,"Balidin Nashiruddin, S.Psi",Facial,3/24/2025,2:34:00,4:04:00,90,PGW0046
APN2151,Eka Rahmawati,Facial,4/10/2025,12:57:00,13:42:00,45,PGW0011
APN2152,Olivia Yuliarti,Perawatan Rambut,3/25/2025,0:54:00,1:39:00,45,PGW0032
APN2153,"Tgk. Anggabaya Oktaviani, S.Kom",Pedicure,3/5/2025,14:07:00,14:52:00,45,PGW0044
APN2154,Cornelia Megantara,Manicure,4/15/2025,14:18:00,14:48:00,30,PGW0033
APN2155,Laswi Natsir,Perawatan Rambut,4/17/2025,8:21:00,9:51:00,90,PGW0043
APN2156,"Gantar Handayani, M.Ak",Facial,4/18/2025,22:36:00,0:06:00,90,PGW0045
APN2157,Elvin Nababan,Facial,3/21/2025,16:44:00,18:14:00,90,PGW0009
APN2158,Salsabila Yulianti,Spa,4/23/2025,0:16:00,1:01:00,45,PGW0034
APN2159,"H. Dirja Mangunsong, M.Ak",Facial,2/13/2025,2:41:00,3:11:00,30,PGW0035
APN2160,Dr. Ida Kusmawati,Perawatan Rambut,4/4/2025,10:02:00,11:02:00,60,PGW0008
APN2161,"Cager Haryanto, S.Pd",Perawatan Rambut,4/1/2025,6:48:00,7:48:00,60,PGW0042
APN2162,Ira Sudiati,Facial,4/25/2025,15:30:00,16:30:00,60,PGW0013
APN2163,Mahfud Wijayanti,Perawatan Rambut,4/5/2025,21:57:00,22:57:00,60,PGW0047
APN2164,"Dr. Ami Adriansyah, M.Farm",Manicure,3/30/2025,15:58:00,16:58:00,60,PGW0019
APN2165,"Humaira Salahudin, S.Gz",Perawatan Rambut,3/23/2025,2:51:00,3:51:00,60,PGW0025
APN2166,Wulan Anggriawan,Pedicure,4/8/2025,23:38:00,0:23:00,45,PGW0046
APN2167,Cut Karimah Anggriawan,Facial,3/24/2025,3:52:00,5:22:00,90,PGW0022
APN2168,Makara Hardiansyah,Manicure,3/18/2025,20:59:00,22:29:00,90,PGW0044
APN2169,Gandi Widodo,Pedicure,4/17/2025,18:34:00,19:34:00,60,PGW0050
APN2170,"Clara Irawan, S.Psi",Manicure,3/19/2025,23:35:00,0:20:00,45,PGW0013
APN2171,Mulya Suryono,Perawatan Rambut,2/21/2025,15:39:00,16:09:00,30,PGW0024
APN2172,Samiah Widiastuti,Pedicure,3/1/2025,19:51:00,20:36:00,45,PGW0013
APN2173,R. Yono Sihotang,Manicure,3/27/2025,13:41:00,14:26:00,45,PGW0031
APN2174,"R. Olivia Saputra, M.M.",Pedicure,3/16/2025,4:24:00,4:54:00,30,PGW0008
APN2175,R.A. Tantri Lestari,Perawatan Rambut,3/17/2025,11:50:00,12:20:00,30,PGW0036
APN2176,Tgk. Lintang Sitompul,Spa,3/20/2025,10:36:00,12:06:00,90,PGW0037
APN2177,Rahmi Waskita,Spa,4/14/2025,10:30:00,12:00:00,90,PGW0032
APN2178,"Cut Yani Maheswara, M.Pd",Spa,2/6/2025,4:18:00,4:48:00,30,PGW0016
APN2179,Paiman Jailani,Spa,2/4/2025,21:50:00,22:20:00,30,PGW0010
APN2180,KH. Cahyadi Hariyah,Perawatan Rambut,4/20/2025,2:37:00,3:22:00,45,PGW0032
APN2181,dr. Gilda Padmasari,Manicure,4/28/2025,6:25:00,7:55:00,90,PGW0007
APN2182,Diana Riyanti,Facial,2/28/2025,19:41:00,20:11:00,30,PGW0002
APN2183,"Satya Tamba, S.Gz",Spa,2/23/2025,2:55:00,3:55:00,60,PGW0031
APN2184,R.A. Ade Mandala,Spa,4/9/2025,12:55:00,13:25:00,30,PGW0027
APN2185,Galur Tampubolon,Manicure,2/23/2025,7:42:00,8:42:00,60,PGW0047
APN2186,Ganda Najmudin,Spa,4/4/2025,23:00:00,0:30:00,90,PGW0025
APN2187,Bakiono Januar,Spa,4/9/2025,19:26:00,19:56:00,30,PGW0023
APN2188,"T. Teddy Prabowo, S.Pt",Spa,2/27/2025,12:49:00,13:34:00,45,PGW0030
APN2189,"T. Asmadi Laksita, S.Sos",Facial,3/8/2025,2:01:00,2:46:00,45,PGW0004
APN2190,"Ir. Cemeti Hidayat, S.Ked",Spa,2/11/2025,16:23:00,16:53:00,30,PGW0026
APN2191,"Tgk. Silvia Mandasari, S.I.Kom",Pedicure,2/21/2025,15:19:00,16:19:00,60,PGW0025
APN2192,Maida Samosir,Spa,2/16/2025,19:25:00,20:25:00,60,PGW0029
APN2193,Tgk. Jessica Saragih,Facial,4/9/2025,10:13:00,11:43:00,90,PGW0044
APN2194,Darmanto Permata,Perawatan Rambut,3/12/2025,7:13:00,7:43:00,30,PGW0046
APN2195,Rafi Sihombing,Pedicure,2/7/2025,5:57:00,6:42:00,45,PGW0024
APN2196,Cut Gilda Sitorus,Manicure,2/27/2025,9:34:00,11:04:00,90,PGW0035
APN2197,"Adinata Najmudin, S.Farm",Spa,4/1/2025,19:42:00,20:27:00,45,PGW0004
APN2198,"Lutfan Usada, M.Pd",Spa,4/19/2025,8:04:00,9:34:00,90,PGW0022
APN2199,Hadi Waluyo,Pedicure,3/11/2025,22:35:00,23:20:00,45,PGW0022
APN2200,"Rendy Safitri, M.M.",Perawatan Rambut,2/25/2025,0:14:00,0:59:00,45,PGW0038
APN2201,dr. Zaenab Salahudin,Manicure,2/23/2025,0:50:00,1:20:00,30,PGW0017
APN2202,Keisha Mulyani,Manicure,4/16/2025,5:39:00,6:09:00,30,PGW0014
APN2203,Humaira Waskita,Perawatan Rambut,4/22/2025,22:11:00,22:56:00,45,PGW0013
APN2204,"Ir. Maria Oktaviani, S.E.",Perawatan Rambut,4/17/2025,18:32:00,19:32:00,60,PGW0050
APN2205,T. Nugraha Permata,Pedicure,3/27/2025,0:46:00,1:46:00,60,PGW0024
APN2206,Titi Budiman,Spa,4/15/2025,21:15:00,22:45:00,90,PGW0009
APN2207,Garang Lailasari,Pedicure,2/18/2025,23:31:00,1:01:00,90,PGW0026
APN2208,"Mujur Maulana, S.Farm",Spa,2/13/2025,19:29:00,20:59:00,90,PGW0043
APN2209,drg. Slamet Maryati,Manicure,3/17/2025,12:37:00,13:22:00,45,PGW0047
APN2210,Martani Hasanah,Facial,4/22/2025,11:41:00,12:11:00,30,PGW0050
APN2211,Eli Purwanti,Perawatan Rambut,2/13/2025,5:04:00,5:34:00,30,PGW0049
APN2212,Dr. Genta Prayoga,Manicure,3/20/2025,11:20:00,12:50:00,90,PGW0009
APN2213,drg. Ade Nababan,Perawatan Rambut,2/17/2025,5:30:00,6:15:00,45,PGW0017
APN2214,Raharja Dabukke,Perawatan Rambut,3/25/2025,6:29:00,7:14:00,45,PGW0009
APN2215,"drg. Malika Purwanti, M.Pd",Spa,3/26/2025,19:20:00,20:05:00,45,PGW0040
APN2216,"Ir. Zelda Wastuti, M.Kom.",Pedicure,2/22/2025,5:43:00,7:13:00,90,PGW0007
APN2217,Drs. Gabriella Hardiansyah,Spa,3/5/2025,9:00:00,10:00:00,60,PGW0016
APN2218,Ika Mulyani,Pedicure,4/26/2025,7:22:00,7:52:00,30,PGW0027
APN2219,"Dr. Cornelia Rahmawati, S.Farm",Perawatan Rambut,3/2/2025,7:46:00,8:16:00,30,PGW0009
APN2220,Ami Hardiansyah,Pedicure,3/20/2025,8:13:00,8:43:00,30,PGW0006
APN2221,Respati Saputra,Manicure,2/19/2025,10:33:00,11:03:00,30,PGW0022
APN2222,Wahyu Manullang,Spa,2/1/2025,15:54:00,16:54:00,60,PGW0025
APN2223,Kasusra Ardianto,Pedicure,2/17/2025,22:42:00,0:12:00,90,PGW0039
APN2224,Lidya Hutasoit,Manicure,4/7/2025,2:05:00,3:35:00,90,PGW0043
APN2225,Rini Lestari,Pedicure,4/10/2025,8:58:00,10:28:00,90,PGW0024
APN2226,Violet Melani,Manicure,4/10/2025,8:44:00,9:29:00,45,PGW0015
APN2227,Septi Adriansyah,Pedicure,2/22/2025,7:03:00,8:03:00,60,PGW0029
APN2228,Kawaca Pangestu,Perawatan Rambut,3/13/2025,14:36:00,15:21:00,45,PGW0020
APN2229,Puti Alika Siregar,Manicure,3/7/2025,2:43:00,3:13:00,30,PGW0034
APN2230,Juli Napitupulu,Pedicure,3/4/2025,9:00:00,10:00:00,60,PGW0041
APN2231,Radika Sinaga,Pedicure,4/23/2025,0:23:00,0:53:00,30,PGW0017
APN2232,Karen Wibowo,Facial,3/14/2025,10:42:00,11:42:00,60,PGW0003
APN2233,Sari Mansur,Pedicure,3/6/2025,2:20:00,3:05:00,45,PGW0006
APN2234,Gadang Pradipta,Perawatan Rambut,3/21/2025,0:55:00,2:25:00,90,PGW0049
APN2235,Tgk. Mutia Aryani,Spa,3/18/2025,2:00:00,2:45:00,45,PGW0019
APN2236,"Ir. Vivi Waskita, S.Ked",Facial,4/11/2025,20:18:00,21:48:00,90,PGW0035
APN2237,Hesti Sirait,Perawatan Rambut,4/29/2025,7:52:00,8:37:00,45,PGW0021
APN2238,Mitra Napitupulu,Facial,4/20/2025,0:09:00,0:39:00,30,PGW0005
APN2239,Tina Mulyani,Facial,2/17/2025,6:43:00,7:43:00,60,PGW0023
APN2240,Faizah Hastuti,Spa,3/3/2025,6:36:00,8:06:00,90,PGW0037
APN2241,H. Gada Irawan,Spa,4/3/2025,12:37:00,14:07:00,90,PGW0004
APN2242,"Icha Hartati, S.Pt",Pedicure,3/4/2025,14:05:00,15:35:00,90,PGW0018
APN2243,drg. Intan Astuti,Spa,4/11/2025,18:41:00,19:11:00,30,PGW0044
APN2244,Leo Widodo,Pedicure,2/8/2025,4:25:00,5:10:00,45,PGW0018
APN2245,"Jayeng Dongoran, S.Pt",Manicure,2/23/2025,23:57:00,1:27:00,90,PGW0050
APN2246,Widya Maulana,Spa,2/21/2025,6:18:00,7:03:00,45,PGW0015
APN2247,Malika Prasetyo,Spa,2/24/2025,1:43:00,2:28:00,45,PGW0007
APN2248,"Sabar Lazuardi, S.E.I",Manicure,4/2/2025,10:31:00,11:01:00,30,PGW0004
APN2249,"R. Paiman Fujiati, S.H.",Manicure,4/15/2025,12:46:00,14:16:00,90,PGW0016
APN2250,"Nugraha Rajata, S.Ked",Perawatan Rambut,3/17/2025,11:46:00,13:16:00,90,PGW0037
APN2251,Ir. Putri Sitompul,Manicure,2/28/2025,8:38:00,9:38:00,60,PGW0009
APN2252,Belinda Hastuti,Spa,3/8/2025,5:35:00,6:05:00,30,PGW0021
APN2253,"R. Hesti Rahmawati, S.IP",Pedicure,3/19/2025,6:46:00,7:16:00,30,PGW0020
APN2254,Tgk. Saka Hidayat,Manicure,3/19/2025,0:21:00,0:51:00,30,PGW0004
APN2255,Taufan Susanti,Perawatan Rambut,3/7/2025,23:29:00,0:59:00,90,PGW0014
APN2256,R. Ratna Nainggolan,Pedicure,3/30/2025,8:58:00,9:58:00,60,PGW0007
APN2257,Ilyas Sihotang,Spa,2/4/2025,7:49:00,8:19:00,30,PGW0042
APN2258,Jagaraga Palastri,Pedicure,3/1/2025,6:12:00,6:57:00,45,PGW0039
APN2259,Farah Suwarno,Perawatan Rambut,2/15/2025,14:47:00,15:17:00,30,PGW0020
APN2260,Utama Pradipta,Manicure,3/27/2025,3:00:00,4:30:00,90,PGW0001
APN2261,Zelda Winarno,Facial,4/21/2025,23:32:00,0:17:00,45,PGW0010
APN2262,"Dt. Ridwan Natsir, M.TI.",Manicure,3/24/2025,13:44:00,14:14:00,30,PGW0045
APN2263,"dr. Rachel Sihombing, M.TI.",Perawatan Rambut,4/13/2025,22:55:00,23:40:00,45,PGW0044
APN2264,"Jane Prasetya, S.IP",Spa,2/19/2025,6:09:00,6:39:00,30,PGW0047
APN2265,"R.A. Dian Najmudin, S.Gz",Spa,3/14/2025,16:50:00,17:50:00,60,PGW0014
APN2266,"Ibrahim Safitri, S.Ked",Manicure,2/20/2025,15:44:00,16:44:00,60,PGW0037
APN2267,KH. Kasim Haryanto,Perawatan Rambut,4/20/2025,8:56:00,9:41:00,45,PGW0003
APN2268,Farhunnisa Januar,Perawatan Rambut,3/12/2025,14:44:00,15:44:00,60,PGW0001
APN2269,Tirta Hidayanto,Perawatan Rambut,2/9/2025,6:16:00,7:01:00,45,PGW0029
APN2270,Ir. Halima Riyanti,Pedicure,3/22/2025,6:58:00,8:28:00,90,PGW0004
APN2271,Keisha Oktaviani,Manicure,2/14/2025,11:18:00,11:48:00,30,PGW0038
APN2272,Raden Winarsih,Facial,3/31/2025,14:45:00,16:15:00,90,PGW0008
APN2273,"Lalita Melani, M.Ak",Perawatan Rambut,4/4/2025,3:14:00,3:59:00,45,PGW0047
APN2274,Ika Mustofa,Pedicure,4/19/2025,13:57:00,14:42:00,45,PGW0009
APN2275,Kuncara Lazuardi,Manicure,3/14/2025,4:17:00,5:47:00,90,PGW0048
APN2276,Dalima Pangestu,Pedicure,2/12/2025,3:28:00,4:58:00,90,PGW0034
APN2277,Drajat Zulaika,Pedicure,3/5/2025,4:02:00,5:32:00,90,PGW0032
APN2278,Puti Dian Rahimah,Manicure,4/21/2025,2:14:00,3:14:00,60,PGW0020
APN2279,"Sutan Sakti Jailani, M.TI.",Manicure,3/15/2025,16:41:00,17:41:00,60,PGW0017
APN2280,Saka Mandasari,Manicure,3/4/2025,18:07:00,19:07:00,60,PGW0042
APN2281,"Dr. Liman Nababan, S.I.Kom",Perawatan Rambut,4/17/2025,6:54:00,8:24:00,90,PGW0023
APN2282,Elma Ardianto,Pedicure,4/26/2025,22:22:00,23:07:00,45,PGW0025
APN2283,"T. Martaka Wulandari, S.Psi",Spa,3/10/2025,5:15:00,6:15:00,60,PGW0012
APN2284,"Ir. Wasis Gunawan, S.Psi",Pedicure,3/17/2025,7:33:00,8:33:00,60,PGW0009
APN2285,drg. Tira Pradana,Pedicure,2/8/2025,19:10:00,19:40:00,30,PGW0032
APN2286,Kasusra Pertiwi,Spa,2/11/2025,2:27:00,3:57:00,90,PGW0022
APN2287,Gandi Nasyidah,Manicure,3/6/2025,2:36:00,3:21:00,45,PGW0049
APN2288,Gaiman Mandala,Perawatan Rambut,4/15/2025,10:23:00,11:08:00,45,PGW0026
APN2289,"Ir. Victoria Hassanah, M.TI.",Spa,3/22/2025,17:04:00,17:34:00,30,PGW0049
APN2290,Bella Adriansyah,Facial,4/27/2025,17:01:00,18:01:00,60,PGW0011
APN2291,"H. Lamar Riyanti, M.Farm",Manicure,3/2/2025,19:19:00,20:19:00,60,PGW0009
APN2292,Vera Thamrin,Manicure,2/10/2025,11:21:00,11:51:00,30,PGW0017
APN2293,"Prayogo Rajasa, S.Psi",Perawatan Rambut,4/16/2025,15:28:00,15:58:00,30,PGW0012
APN2294,Uli Firmansyah,Spa,2/6/2025,19:04:00,19:49:00,45,PGW0004
APN2295,Kasiran Pertiwi,Perawatan Rambut,3/24/2025,2:38:00,4:08:00,90,PGW0020
APN2296,Kezia Rahayu,Manicure,3/18/2025,11:13:00,12:13:00,60,PGW0002
APN2297,Rangga Aryani,Perawatan Rambut,2/16/2025,11:33:00,13:03:00,90,PGW0042
APN2298,"Halima Simanjuntak, S.Psi",Facial,2/20/2025,11:07:00,12:07:00,60,PGW0049
APN2299,"Hj. Talia Nasyidah, M.Kom.",Facial,2/6/2025,3:44:00,4:44:00,60,PGW0050
APN2300,Ir. Hasan Maheswara,Facial,4/5/2025,2:58:00,3:28:00,30,PGW0022
APN2301,Usman Prasetya,Perawatan Rambut,4/23/2025,3:33:00,4:33:00,60,PGW0036
APN2302,"Hj. Zelaya Fujiati, S.E.",Spa,3/29/2025,6:54:00,7:24:00,30,PGW0016
APN2303,dr. Caturangga Narpati,Pedicure,3/23/2025,16:54:00,18:24:00,90,PGW0038
APN2304,Prabu Palastri,Facial,2/27/2025,22:49:00,23:49:00,60,PGW0050
APN2305,Hj. Salsabila Lestari,Pedicure,4/29/2025,9:36:00,10:21:00,45,PGW0038
APN2306,drg. Tania Utama,Pedicure,4/7/2025,3:12:00,4:12:00,60,PGW0043
APN2307,Gawati Simbolon,Perawatan Rambut,3/6/2025,13:32:00,14:02:00,30,PGW0004
APN2308,Cut Belinda Nasyidah,Manicure,2/14/2025,20:53:00,21:38:00,45,PGW0016
APN2309,"Ilsa Nababan, S.E.",Perawatan Rambut,4/4/2025,22:47:00,0:17:00,90,PGW0023
APN2310,"Tgk. Okta Ramadan, S.Psi",Perawatan Rambut,3/4/2025,20:36:00,21:36:00,60,PGW0020
APN2311,"Qori Hardiansyah, S.Farm",Perawatan Rambut,2/26/2025,8:06:00,9:06:00,60,PGW0041
APN2312,Paulin Utami,Spa,2/13/2025,23:22:00,0:07:00,45,PGW0001
APN2313,Karya Sinaga,Facial,3/24/2025,20:56:00,21:41:00,45,PGW0044
APN2314,Jumadi Mustofa,Pedicure,3/17/2025,13:13:00,14:43:00,90,PGW0001
APN2315,Carla Andriani,Pedicure,4/13/2025,23:36:00,0:36:00,60,PGW0015
APN2316,Wulan Dabukke,Manicure,2/19/2025,21:25:00,21:55:00,30,PGW0038
APN2317,"Michelle Natsir, S.Ked",Perawatan Rambut,2/16/2025,19:35:00,20:20:00,45,PGW0036
APN2318,Intan Jailani,Facial,4/21/2025,17:45:00,18:45:00,60,PGW0020
APN2319,Elon Kuswoyo,Spa,4/10/2025,13:01:00,14:31:00,90,PGW0020
APN2320,Cut Michelle Yuniar,Facial,2/8/2025,3:17:00,4:17:00,60,PGW0009
APN2321,Prayogo Kusumo,Perawatan Rambut,2/4/2025,7:34:00,8:04:00,30,PGW0007
APN2322,Padmi Wulandari,Spa,3/17/2025,1:58:00,2:43:00,45,PGW0014
APN2323,Gara Hutapea,Pedicure,2/1/2025,12:24:00,13:54:00,90,PGW0039
APN2324,"R. Almira Suwarno, M.M.",Pedicure,3/8/2025,1:04:00,2:34:00,90,PGW0022
APN2325,Zelaya Winarno,Spa,4/15/2025,17:05:00,17:35:00,30,PGW0008
APN2326,"drg. Rahmi Wulandari, S.H.",Perawatan Rambut,3/9/2025,11:56:00,12:26:00,30,PGW0047
APN2327,Vanesa Maulana,Spa,3/7/2025,1:05:00,1:35:00,30,PGW0030
APN2328,"R.M. Catur Maulana, S.I.Kom",Perawatan Rambut,3/28/2025,20:12:00,20:57:00,45,PGW0007
APN2329,KH. Lulut Irawan,Perawatan Rambut,3/11/2025,11:21:00,12:51:00,90,PGW0020
APN2330,Karna Nainggolan,Pedicure,4/22/2025,20:09:00,20:39:00,30,PGW0003
APN2331,"Puti Hafshah Jailani, S.E.I",Spa,4/17/2025,17:59:00,19:29:00,90,PGW0022
APN2332,Nadine Mustofa,Perawatan Rambut,4/11/2025,23:30:00,0:00:00,30,PGW0041
APN2333,Tgk. Ella Natsir,Pedicure,3/31/2025,8:04:00,8:34:00,30,PGW0007
APN2334,"Padma Napitupulu, M.Ak",Facial,4/5/2025,16:44:00,17:29:00,45,PGW0020
APN2335,Jamil Putra,Facial,3/23/2025,18:43:00,20:13:00,90,PGW0049
APN2336,Darmanto Firmansyah,Manicure,2/3/2025,7:36:00,8:21:00,45,PGW0003
APN2337,"Joko Wahyudin, S.H.",Spa,2/11/2025,5:41:00,6:41:00,60,PGW0030
APN2338,"Ani Dongoran, S.Ked",Manicure,2/8/2025,7:24:00,8:09:00,45,PGW0016
APN2339,R. Wani Maheswara,Spa,3/16/2025,10:51:00,11:21:00,30,PGW0043
APN2340,Kartika Nasyidah,Manicure,4/21/2025,11:29:00,12:59:00,90,PGW0049
APN2341,"H. Sabri Pranowo, M.Kom.",Pedicure,4/4/2025,4:48:00,5:33:00,45,PGW0047
APN2342,Parman Rajata,Manicure,3/26/2025,7:06:00,8:36:00,90,PGW0046
APN2343,Paulin Nasyiah,Pedicure,3/2/2025,23:19:00,23:49:00,30,PGW0002
APN2344,Galur Yuliarti,Facial,2/8/2025,23:07:00,0:37:00,90,PGW0048
APN2345,drg. Queen Zulkarnain,Perawatan Rambut,4/24/2025,3:42:00,4:12:00,30,PGW0002
APN2346,Raisa Maheswara,Spa,2/22/2025,0:29:00,1:59:00,90,PGW0001
APN2347,Atmaja Iswahyudi,Spa,4/3/2025,12:35:00,13:20:00,45,PGW0028
APN2348,Cahyono Sudiati,Pedicure,3/8/2025,16:20:00,17:05:00,45,PGW0047
APN2349,Hj. Queen Melani,Spa,3/7/2025,23:59:00,0:44:00,45,PGW0043
APN2350,Raisa Uwais,Spa,2/24/2025,18:26:00,18:56:00,30,PGW0019
APN2351,Uchita Winarsih,Manicure,3/8/2025,20:27:00,21:27:00,60,PGW0043
APN2352,Jarwadi Setiawan,Spa,2/17/2025,6:29:00,6:59:00,30,PGW0043
APN2353,Ade Hakim,Pedicure,3/29/2025,6:02:00,6:47:00,45,PGW0045
APN2354,Bella Irawan,Perawatan Rambut,4/17/2025,9:48:00,10:48:00,60,PGW0032
APN2355,"Danuja Pradana, S.Pt",Perawatan Rambut,4/27/2025,14:54:00,15:24:00,30,PGW0029
APN2356,Olivia Simbolon,Spa,3/3/2025,3:04:00,3:34:00,30,PGW0002
APN2357,Winda Yuliarti,Manicure,3/13/2025,3:23:00,4:08:00,45,PGW0043
APN2358,"Ir. Indra Suryatmi, S.Ked",Pedicure,3/13/2025,2:11:00,2:56:00,45,PGW0044
APN2359,Elma Pratiwi,Perawatan Rambut,2/17/2025,10:01:00,11:31:00,90,PGW0021
APN2360,"Ir. Estiono Adriansyah, S.Ked",Perawatan Rambut,4/16/2025,13:09:00,14:39:00,90,PGW0040
APN2361,R.A. Fathonah Pranowo,Pedicure,2/11/2025,17:17:00,18:17:00,60,PGW0028
APN2362,"Gabriella Sudiati, S.Psi",Spa,4/25/2025,10:15:00,11:45:00,90,PGW0043
APN2363,Niyaga Salahudin,Manicure,3/26/2025,17:39:00,18:24:00,45,PGW0034
APN2364,Mulya Namaga,Pedicure,2/28/2025,2:44:00,4:14:00,90,PGW0048
APN2365,"Drs. Farhunnisa Susanti, S.E.I",Spa,3/3/2025,21:51:00,23:21:00,90,PGW0001
APN2366,"drg. Natalia Rajata, S.Pt",Manicure,4/19/2025,18:51:00,19:36:00,45,PGW0038
APN2367,"Dian Riyanti, S.I.Kom",Perawatan Rambut,2/8/2025,22:30:00,23:00:00,30,PGW0024
APN2368,"Wira Winarno, M.Pd",Pedicure,3/10/2025,9:24:00,10:54:00,90,PGW0050
APN2369,"Sarah Budiyanto, S.IP",Manicure,3/19/2025,16:48:00,17:18:00,30,PGW0045
APN2370,"Kawaya Maryati, S.Pd",Perawatan Rambut,4/12/2025,18:14:00,18:59:00,45,PGW0025
APN2371,"Karsa Lestari, S.T.",Facial,2/4/2025,8:19:00,8:49:00,30,PGW0030
APN2372,Iriana Wulandari,Perawatan Rambut,2/13/2025,8:17:00,9:17:00,60,PGW0039
APN2373,Elma Hasanah,Manicure,2/13/2025,11:36:00,12:06:00,30,PGW0049
APN2374,drg. Rangga Nasyiah,Facial,3/27/2025,13:29:00,14:59:00,90,PGW0009
APN2375,Kayun Oktaviani,Perawatan Rambut,2/28/2025,12:57:00,13:42:00,45,PGW0018
APN2376,Hani Sitompul,Perawatan Rambut,2/6/2025,18:07:00,19:37:00,90,PGW0006
APN2377,"drg. Jessica Najmudin, M.Pd",Pedicure,2/10/2025,7:10:00,7:55:00,45,PGW0029
APN2378,Bahuwarna Marbun,Manicure,3/26/2025,16:30:00,18:00:00,90,PGW0047
APN2379,R. Vero Astuti,Pedicure,2/19/2025,3:15:00,4:45:00,90,PGW0035
APN2380,Simon Suwarno,Pedicure,3/16/2025,0:06:00,1:06:00,60,PGW0045
APN2381,Asmadi Nashiruddin,Manicure,4/17/2025,3:09:00,3:54:00,45,PGW0023
APN2382,Cecep Hartati,Spa,3/14/2025,14:22:00,14:52:00,30,PGW0036
APN2383,Salwa Wahyudin,Pedicure,3/20/2025,3:27:00,3:57:00,30,PGW0034
APN2384,Okto Hartati,Spa,4/22/2025,10:09:00,11:09:00,60,PGW0032
APN2385,Patricia Rahimah,Manicure,4/15/2025,16:56:00,17:56:00,60,PGW0045
APN2386,Dalimin Purnawati,Spa,3/18/2025,19:28:00,20:28:00,60,PGW0050
APN2387,Artanto Sinaga,Perawatan Rambut,2/8/2025,18:45:00,20:15:00,90,PGW0007
APN2388,Wani Suwarno,Spa,3/6/2025,11:11:00,12:11:00,60,PGW0006
APN2389,Cakrawangsa Firgantoro,Perawatan Rambut,3/20/2025,22:08:00,23:08:00,60,PGW0006
APN2390,Mursita Rahmawati,Facial,3/26/2025,11:45:00,12:30:00,45,PGW0012
APN2391,Drs. Melinda Hastuti,Spa,4/13/2025,20:09:00,21:39:00,90,PGW0038
APN2392,"Tugiman Rajata, S.E.I",Perawatan Rambut,2/9/2025,4:00:00,4:30:00,30,PGW0011
APN2393,Zelaya Palastri,Perawatan Rambut,3/15/2025,18:48:00,19:48:00,60,PGW0042
APN2394,Dartono Hutagalung,Pedicure,4/1/2025,12:59:00,13:44:00,45,PGW0031
APN2395,Tiara Megantara,Facial,2/26/2025,19:16:00,20:01:00,45,PGW0019
APN2396,R. Elvina Hasanah,Facial,2/5/2025,17:03:00,18:33:00,90,PGW0049
APN2397,"Gilda Kusmawati, S.I.Kom",Pedicure,2/2/2025,5:18:00,6:03:00,45,PGW0012
APN2398,Rahayu Hardiansyah,Perawatan Rambut,4/22/2025,21:33:00,22:33:00,60,PGW0003
APN2399,Keisha Marpaung,Pedicure,2/26/2025,12:11:00,13:11:00,60,PGW0026
APN2400,Tgk. Nabila Widiastuti,Spa,4/13/2025,20:18:00,21:18:00,60,PGW0021
APN2401,Radika Namaga,Spa,2/15/2025,14:43:00,15:28:00,45,PGW0015
APN2402,Rina Pudjiastuti,Facial,3/22/2025,0:05:00,1:05:00,60,PGW0008
APN2403,Kacung Pertiwi,Perawatan Rambut,4/24/2025,2:15:00,2:45:00,30,PGW0006
APN2404,Latika Salahudin,Perawatan Rambut,3/2/2025,12:14:00,12:59:00,45,PGW0006
APN2405,Nabila Aryani,Facial,3/15/2025,0:22:00,1:07:00,45,PGW0021
APN2406,Fitria Haryanti,Spa,3/6/2025,11:06:00,12:36:00,90,PGW0048
APN2407,Dr. Putri Suartini,Spa,4/7/2025,2:38:00,3:08:00,30,PGW0008
APN2408,Hj. Tari Salahudin,Manicure,2/28/2025,12:11:00,12:41:00,30,PGW0038
APN2409,"Kardi Nugroho, S.E.",Perawatan Rambut,3/23/2025,9:44:00,10:29:00,45,PGW0019
APN2410,"KH. Raden Lailasari, S.Gz",Manicure,3/31/2025,14:31:00,15:31:00,60,PGW0050
APN2411,Maria Gunawan,Facial,3/2/2025,6:40:00,7:40:00,60,PGW0046
APN2412,"drg. Dalimin Napitupulu, M.M.",Pedicure,2/9/2025,15:01:00,15:31:00,30,PGW0050
APN2413,Uchita Siregar,Facial,2/21/2025,14:02:00,14:32:00,30,PGW0009
APN2414,"Rahayu Wahyudin, M.Kom.",Manicure,4/15/2025,3:12:00,3:57:00,45,PGW0046
APN2415,"Puti Nabila Nababan, S.Pt",Perawatan Rambut,2/2/2025,12:07:00,12:37:00,30,PGW0016
APN2416,Xanana Dongoran,Manicure,3/23/2025,8:02:00,8:47:00,45,PGW0028
APN2417,Dr. Raisa Anggriawan,Facial,4/10/2025,5:25:00,6:55:00,90,PGW0046
APN2418,Nabila Halimah,Manicure,4/23/2025,19:09:00,19:54:00,45,PGW0039
APN2419,"Ir. Aris Winarsih, S.Kom",Spa,3/18/2025,17:25:00,18:55:00,90,PGW0049
APN2420,"Puti Eka Adriansyah, S.T.",Spa,4/21/2025,12:16:00,12:46:00,30,PGW0007
APN2421,Hj. Tina Narpati,Manicure,2/13/2025,15:51:00,16:51:00,60,PGW0020
APN2422,"Belinda Wasita, S.I.Kom",Pedicure,2/21/2025,1:46:00,2:46:00,60,PGW0009
